City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Imbituva,BR,-25.23,-50.6044,70.5,51,100,3.65,overcast clouds
467,Moerai,PF,-22.4333,-151.3333,78.58,80,33,18.05,light rain
468,Maiquetia,VE,10.5962,-66.9548,91.94,64,100,10.04,overcast clouds
469,Bandrele,YT,-12.9067,45.1914,80.35,83,100,9.22,overcast clouds
470,Belmonte,BR,-15.8631,-38.8828,77.59,84,98,10.38,overcast clouds
471,Grindavik,IS,63.8424,-22.4338,46.35,81,100,16.11,moderate rain
472,Port Lincoln,AU,-34.7333,135.8667,60.39,81,5,12.8,clear sky
473,Clyde River,CA,70.4692,-68.5914,25.03,80,75,12.66,broken clouds
474,Beipiao,CN,41.7919,120.7792,50.79,29,13,4.81,few clouds
475,Bengkulu,ID,-3.8004,102.2655,79.5,89,94,4.27,overcast clouds
476,Podyuga,RU,61.095,40.8647,48.92,88,97,5.03,light rain
477,Kargasok,RU,59.0556,80.8572,63.39,45,100,5.06,overcast clouds
478,Kloulklubed,PW,7.0419,134.2556,73.9,77,100,9.15,overcast clouds
479,Mamakan,RU,57.8161,114.0028,38.61,97,85,2.71,overcast clouds
480,Plettenberg Bay,ZA,-34.0527,23.3716,58.42,75,16,0.56,few clouds
481,Povenets,RU,62.8487,34.8262,45.36,90,100,7.34,overcast clouds
482,Aksarka,RU,66.5606,67.7975,41.61,98,99,9.46,overcast clouds
483,Angoram,PG,-4.0625,144.0661,73.54,94,29,0.83,scattered clouds
484,Rawson,AR,-43.3002,-65.1023,53.98,46,2,18.37,clear sky
485,Dubbo,AU,-32.25,148.6167,62.73,94,100,4.61,overcast clouds
486,Yumen,CN,40.2833,97.2,53.19,22,96,8.77,overcast clouds
487,Edgewater,US,28.9889,-80.9023,90.16,74,40,9.22,scattered clouds
488,Rincon,US,32.296,-81.2354,80.56,57,40,6.91,scattered clouds
489,Saint George,US,37.1041,-113.5841,75.43,14,0,4.61,clear sky
490,Gunnedah,AU,-30.9833,150.25,67.48,75,93,1.72,overcast clouds
491,Haines Junction,CA,60.7522,-137.5108,33.75,60,80,1.14,broken clouds
492,Dongsheng,CN,39.8161,109.9776,48.18,22,21,4.14,few clouds
493,Atambua,ID,-9.1061,124.8925,73.96,90,37,3.2,scattered clouds
494,Kigoma,TZ,-4.8769,29.6267,76.35,71,18,4.27,few clouds
495,Veraval,IN,20.9,70.3667,83.88,80,0,13.82,clear sky
496,Krasnoselkup,RU,65.7,82.4667,50.2,81,60,11.54,broken clouds
497,El Sauzal,MX,31.9,-116.6833,67.42,69,4,3.13,clear sky
498,Klamath Falls,US,42.2249,-121.7817,55.31,54,40,6.91,scattered clouds
499,Gazanjyk,TM,39.2446,55.5154,76.26,31,0,9.6,clear sky
500,Monrovia,LR,6.3005,-10.7969,85.14,71,27,8.34,light rain
501,Deputatskiy,RU,69.3,139.9,9.43,96,100,1.99,overcast clouds
502,Komsomolskoye,RU,55.2567,47.5461,52.32,78,100,9.26,overcast clouds
503,Allende,MX,25.2833,-100.0167,88.99,51,1,5.7,clear sky
504,Neon Karlovasion,GR,37.7903,26.7044,72.91,69,0,8.1,clear sky
505,Hilton Head Island,US,32.2163,-80.7526,80.71,70,75,6.91,broken clouds
506,Palu,ID,-0.8917,119.8707,76.21,97,100,2.55,overcast clouds
507,Sawakin,SD,19.1059,37.3321,87.58,60,0,5.48,clear sky
508,Northam,GB,51.0333,-4.2167,61.25,77,37,7.23,scattered clouds
509,Sault Sainte Marie,CA,46.5168,-84.3333,77.56,56,75,5.75,broken clouds
510,Panaba,MX,21.2833,-88.2667,90.54,34,0,2.04,clear sky
511,Hokitika,NZ,-42.7167,170.9667,58.57,93,100,5.23,overcast clouds
512,Sorland,NO,67.667,12.6934,46.26,85,81,20.85,broken clouds
513,Coihaique,CL,-45.5752,-72.0662,49.95,62,20,4.61,few clouds
514,Mishkino,RU,55.3389,63.9175,51.04,64,96,7.05,overcast clouds
515,Honiara,SB,-9.4333,159.95,77.22,88,10,2.28,clear sky
516,Kathu,TH,7.9178,98.3332,87.69,99,100,6.49,overcast clouds
517,Ukiah,US,39.1502,-123.2078,68.05,78,0,1.99,clear sky
518,The Pas,CA,53.8251,-101.2541,35.62,100,100,12.66,mist
519,Abriaqui,CO,6.6315,-76.0644,59.22,94,97,1.34,overcast clouds
520,Canico,PT,32.6333,-16.85,76.71,62,20,4.61,few clouds
521,Boissevain,CA,49.2306,-100.0559,43.65,93,100,16.53,overcast clouds
522,Mercedes,AR,-34.6515,-59.4307,65.86,24,4,8.08,clear sky
523,Ushumun,RU,52.7833,126.5333,38.34,55,9,15.21,clear sky
524,Tessalit,ML,20.1986,1.0114,99.9,5,0,10.22,clear sky
525,Portland,US,45.5234,-122.6762,58.6,94,100,10.36,overcast clouds
526,Barra Do Garcas,BR,-15.89,-52.2567,93.07,32,2,5.44,clear sky
527,Hopatcong,US,40.9329,-74.6593,75.74,71,98,4.0,overcast clouds
528,Arti,RU,56.4234,58.5328,49.15,80,49,9.55,light rain
529,San Rafael,AR,-34.6177,-68.3301,51.87,32,100,8.61,overcast clouds
530,Dawson,US,31.7735,-84.4466,81.82,57,9,4.14,clear sky
531,Pachino,IT,36.7186,15.0907,70.93,56,8,18.07,clear sky
532,Libertyville,US,42.2831,-87.9531,81.45,58,0,4.61,clear sky
533,Puerto Montt,CL,-41.4698,-72.9447,52.63,93,75,9.22,broken clouds
534,Pangai,TO,-19.8,-174.35,76.19,61,100,14.65,overcast clouds
535,Lahti,RU,59.9911,30.1597,55.58,72,7,9.62,clear sky
536,Changying,CN,52.8733,123.3213,34.41,51,45,8.59,scattered clouds
537,Yar-Sale,RU,66.8333,70.8333,36.7,100,100,12.91,overcast clouds
538,Huarmey,PE,-10.0681,-78.1522,69.84,73,17,8.34,few clouds
539,Sioux Lookout,CA,50.1001,-91.917,62.67,48,75,12.66,broken clouds
540,Praia,CV,14.9215,-23.5087,86.54,39,0,29.93,clear sky
541,Pio Xii,BR,-3.8325,-45.1525,84.51,81,58,5.55,broken clouds
542,Plouzane,FR,48.3833,-4.6167,64.45,72,0,11.5,clear sky
543,Invercargill,NZ,-46.4,168.35,44.02,94,100,1.01,overcast clouds
544,Hays,US,30.0502,-98.0336,87.24,61,71,4.0,broken clouds
545,Haveli,PK,30.4502,73.6989,100.92,3,0,6.85,clear sky
546,Japura,ID,-0.3167,102.35,76.69,96,34,2.86,scattered clouds
547,Jumla,NP,29.2747,82.1838,58.69,82,82,0.67,broken clouds
548,Concordia,AR,-31.393,-58.0209,68.07,64,40,11.99,scattered clouds
549,Anchorage,US,61.2181,-149.9003,40.21,81,75,10.36,broken clouds
550,Bela Vista,BR,-22.1089,-56.5211,87.39,43,88,8.05,overcast clouds
551,Mezen,RU,65.8522,44.24,53.24,79,69,8.46,broken clouds
552,Srednekolymsk,RU,67.45,153.6833,23.99,96,100,10.45,light snow
553,Bethanien,NA,-26.502,17.1583,70.39,14,0,10.22,clear sky
554,Gidole,ET,5.65,37.3667,63.91,62,41,3.06,scattered clouds
555,Saurimo,AO,-9.6608,20.3916,76.26,44,7,4.09,clear sky
556,Anadyr,RU,64.75,177.4833,36.1,87,0,13.42,clear sky
557,Kostyantynivka,UA,48.5277,37.7069,56.48,85,96,6.42,overcast clouds
558,Saint Paul,US,44.9444,-93.0933,76.5,37,0,18.41,clear sky
559,Naryan-Mar,RU,67.6713,53.087,53.47,75,8,9.1,clear sky
560,North Battleford,CA,52.7834,-108.2847,51.4,40,0,16.11,clear sky
561,Joshimath,IN,30.5667,79.5667,67.66,65,83,4.14,broken clouds
562,Dudinka,RU,69.4058,86.1778,34.59,99,100,5.14,overcast clouds
563,Ust-Tsilma,RU,65.441,52.1498,54.95,72,89,4.7,overcast clouds
564,Camara De Lobos,PT,32.6333,-16.9667,76.71,64,20,4.61,few clouds
565,Orchard Homes,US,46.8633,-114.0484,48.4,50,100,1.99,overcast clouds
566,Zelezniki,SI,46.2333,14.1667,70.29,81,100,1.97,light rain
567,Laguna,US,38.421,-121.4238,77.02,58,0,4.61,clear sky
568,Taltal,CL,-25.4,-70.4833,65.57,65,0,5.1,clear sky
569,Azad Shahr,IR,34.7909,48.5707,58.78,29,0,3.31,clear sky
570,Suslovo,RU,56.2167,88.1167,64.29,37,89,6.46,overcast clouds
571,Saint-Louis,SN,16.3333,-15.0,112.64,6,33,13.35,scattered clouds
572,Emerald,AU,-23.5333,148.1667,68.34,90,43,6.02,scattered clouds
573,Mafeteng,LS,-29.823,27.2374,53.33,33,83,4.9,broken clouds
574,Shache,CN,38.4167,77.2406,71.71,32,94,13.56,overcast clouds
575,Kosh-Agach,RU,50.0,88.6667,52.36,35,5,3.8,clear sky
576,Lasa,IT,46.6166,10.7002,72.48,66,11,2.39,few clouds
577,Sangar,RU,63.9242,127.4739,24.08,85,33,3.69,scattered clouds
578,Florencia,IT,43.7667,11.25,79.25,61,0,10.36,clear sky
579,Tabuk,PH,17.4189,121.4443,73.83,94,100,3.15,overcast clouds
580,Liling,CN,27.6667,113.5,58.66,98,100,7.43,overcast clouds
581,Entre Rios,BR,-11.9419,-38.0844,86.9,44,84,9.44,broken clouds
582,Payo,ID,-3.7508,103.6372,76.66,94,66,2.86,broken clouds
583,Biak,ID,-0.9131,122.8766,76.55,88,100,3.65,overcast clouds
584,Along,IN,28.1667,94.7667,69.85,99,100,1.43,overcast clouds
585,Bukama,CD,-9.2,25.85,76.17,53,7,3.78,clear sky
586,Chernyshevskiy,RU,63.0128,112.4714,32.18,98,99,2.28,overcast clouds
587,Mount Isa,AU,-20.7333,139.5,56.97,77,0,4.61,clear sky
588,Bourail,NC,-21.5667,165.4833,71.71,83,100,4.52,overcast clouds
589,Bhongir,IN,17.5108,78.8889,78.1,73,99,27.02,overcast clouds
590,La Paz Centro,NI,12.34,-86.6753,91.92,44,78,1.52,broken clouds
591,Oranjestad,AW,12.524,-70.027,85.95,70,75,27.63,broken clouds
592,Borogontsy,RU,62.6683,131.1683,25.27,99,72,3.78,broken clouds
593,Sinnamary,GF,5.3833,-52.95,81.7,83,88,9.4,overcast clouds
594,Cap Malheureux,MU,-19.9842,57.6142,73.47,70,2,5.99,clear sky
595,Obera,AR,-27.4871,-55.1199,60.85,99,100,0.34,moderate rain
596,Harnosand,SE,62.6323,17.9379,55.4,51,59,14.94,broken clouds
597,Enzan,JP,35.7,138.7333,59.9,73,100,1.97,overcast clouds
598,Silver City,US,32.7701,-108.2803,80.64,4,0,1.99,clear sky
599,Awjilah,LY,29.1081,21.2869,80.92,22,0,13.85,clear sky
600,Antofagasta,CL,-23.65,-70.4,61.88,62,3,6.62,clear sky
601,Vardo,NO,70.3705,31.1107,40.98,81,34,5.75,scattered clouds
602,Solnechnyy,RU,50.7214,136.6319,39.85,89,91,9.22,light rain
603,Ganzhou,CN,28.8184,115.4327,56.79,95,100,7.45,overcast clouds
604,Singaraja,ID,-8.112,115.0882,80.71,82,64,0.87,broken clouds
605,Bondo,CD,3.8146,23.6866,79.59,73,35,5.84,light rain
606,Batagay,RU,67.6333,134.6333,19.76,86,100,5.17,overcast clouds
607,Moree,AU,-29.4667,149.85,69.58,80,100,5.66,overcast clouds
608,Watertown,US,42.3709,-71.1828,88.52,49,0,8.05,clear sky
609,Juneau,US,58.3019,-134.4197,44.83,89,75,4.61,broken clouds
610,Port Hawkesbury,CA,45.6169,-61.3485,62.87,76,0,14.97,clear sky
611,Siniscola,IT,40.5719,9.6922,74.75,53,4,4.7,clear sky
612,Tual,ID,-5.6667,132.75,84.0,70,100,3.76,overcast clouds
613,Oranjemund,NA,-28.55,16.4333,57.78,75,0,18.14,clear sky
614,La Ronge,CA,55.1001,-105.2842,37.65,87,100,13.8,overcast clouds
615,Sydney Mines,CA,46.2367,-60.2177,68.49,74,40,25.32,scattered clouds
616,Muisne,EC,0.6,-80.0333,79.09,83,100,10.56,light rain
617,Shuangcheng,CN,45.35,126.2833,51.48,29,99,8.84,overcast clouds
618,Port Macquarie,AU,-31.4333,152.9167,64.89,91,83,7.49,broken clouds
619,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,63.7,87,100,6.8,overcast clouds
620,Ratnagiri,IN,16.9833,73.3,82.8,77,31,6.98,scattered clouds
621,Bud,US,39.447,-86.1758,84.92,59,28,4.79,scattered clouds
622,Oeiras Do Para,BR,-2.0031,-49.8544,86.92,68,40,5.48,scattered clouds
623,Sumbe,AO,-11.2061,13.8437,78.37,80,54,4.81,broken clouds
624,Majene,ID,-3.5403,118.9707,78.84,86,100,5.61,overcast clouds
625,Rio De Janeiro,BR,-22.9028,-43.2075,80.55,66,20,12.66,few clouds
626,Yambio,SS,4.5721,28.3955,73.49,82,72,1.66,light rain
627,Voskevan,AM,41.1202,45.0653,57.74,72,99,2.35,overcast clouds
628,Nicolas Bravo,MX,18.45,-88.9167,90.99,38,0,3.49,clear sky
629,Broken Hill,AU,-31.95,141.4333,60.94,60,99,7.63,light rain
630,Balkanabat,TM,39.5108,54.3671,75.79,33,0,11.74,clear sky
631,Ust-Nera,RU,64.5667,143.2,29.55,97,100,3.02,light snow
632,Acapulco,MX,16.8634,-99.8901,87.62,70,100,4.61,overcast clouds
633,Vrangel,RU,42.7297,133.0839,45.03,89,99,7.83,overcast clouds
634,Nantucket,US,41.2835,-70.0995,77.11,94,100,12.66,fog
635,Qaqortoq,GL,60.7167,-46.0333,34.14,69,92,8.5,overcast clouds
636,Salinas,US,36.6777,-121.6555,70.99,71,0,9.22,mist
637,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,92.53,29,96,7.34,overcast clouds
638,Henties Bay,NA,-22.116,14.2845,60.26,74,0,10.29,clear sky
639,Sur,OM,22.5667,59.5289,85.03,70,0,6.53,clear sky
640,Jega,NG,12.2175,4.3792,102.34,22,68,5.95,broken clouds
641,Menongue,AO,-14.6585,17.691,65.86,47,1,4.16,clear sky
642,Tongchuan,CN,35.0806,109.0897,50.09,69,24,4.72,few clouds
643,Koulikoro,ML,14.0,-7.75,105.73,4,45,16.71,scattered clouds
644,Griffith,US,41.5284,-87.4237,83.08,67,100,6.91,overcast clouds
645,Luchenza,MW,-16.0069,35.3095,62.64,77,15,2.44,few clouds
646,Baruun-Urt,MN,46.6806,113.2792,46.42,47,65,7.74,broken clouds
647,Poyarkovo,RU,49.6,128.6833,45.64,83,100,10.31,overcast clouds
648,Antsohihy,MG,-14.8796,47.9875,75.78,61,0,7.16,clear sky
649,Huilong,CN,31.8111,121.655,63.93,62,100,4.18,overcast clouds
650,Ewa Beach,US,21.3156,-158.0072,75.15,76,0,10.36,clear sky
651,Sydney,AU,-33.8679,151.2073,66.34,85,0,7.0,clear sky
652,Utrecht,NL,52.0,5.25,74.08,49,10,1.99,clear sky
653,Timra,SE,62.487,17.3257,55.08,41,40,19.57,scattered clouds
654,Hurghada,EG,27.2574,33.8129,91.44,31,0,9.22,clear sky
655,Giddalur,IN,15.35,78.9167,88.86,64,28,3.36,scattered clouds
656,Harrisburg,US,40.2737,-76.8844,75.13,64,75,4.61,broken clouds
657,Krasnoarmeysk,RU,51.0239,45.6969,54.07,69,100,7.14,overcast clouds
658,Phangnga,TH,8.4509,98.5298,82.44,91,100,2.26,overcast clouds
659,Show Low,US,34.2542,-110.0298,75.65,8,0,1.01,clear sky
660,Inhambane,MZ,-23.865,35.3833,71.58,78,20,0.0,few clouds
661,Karpathos,GR,35.507,27.2132,69.76,68,0,13.8,clear sky
662,Salamiyah,SY,35.0113,37.0532,78.89,31,60,17.25,broken clouds
663,Kangaatsiaq,GL,68.3065,-53.4641,26.15,72,95,12.53,overcast clouds
664,Hidalgotitlan,MX,17.7833,-94.6333,82.42,39,5,3.31,clear sky
665,Arona,ES,28.0996,-16.681,70.12,65,100,6.91,overcast clouds
666,Matias Olimpio,BR,-3.7158,-42.5556,82.42,88,90,4.03,overcast clouds
667,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,65,0,3.44,clear sky
668,Kimparana,ML,12.8347,-4.9244,105.87,8,100,11.23,overcast clouds
669,Klerksdorp,ZA,-26.8521,26.6667,67.3,24,8,6.08,clear sky
670,Ilo,PE,-17.6394,-71.3375,68.86,68,20,9.22,few clouds
671,Lorengau,PG,-2.0226,147.2712,80.98,71,18,4.14,few clouds
672,Kabare,CD,-2.4683,28.8242,61.97,95,52,2.8,light rain
673,Skjervoy,NO,70.0311,20.9714,46.4,90,100,1.81,overcast clouds
674,Vestmanna,FO,62.1564,-7.1664,47.32,87,100,6.91,light rain
675,Ureki,GE,41.9956,41.7786,62.56,69,48,9.95,scattered clouds
676,Great Yarmouth,GB,52.6083,1.7305,73.42,75,40,11.16,scattered clouds
677,Macroom,IE,51.9,-8.95,59.07,70,38,6.89,scattered clouds
678,San Cristobal,VE,7.7669,-72.225,82.58,49,99,8.41,overcast clouds
679,Opuwo,NA,-18.0607,13.84,72.0,27,6,2.84,clear sky
680,Guerrero,MX,17.6667,-100.0,86.92,38,53,3.4,broken clouds
681,Madridejos,ES,39.4682,-3.532,84.72,24,50,13.06,scattered clouds
682,Romanovo,RU,52.6182,81.2271,65.59,56,100,5.17,overcast clouds
683,Yebaishou,CN,41.3975,119.6408,48.18,45,6,5.12,clear sky
684,Swift Current,CA,50.2834,-107.8014,49.01,81,75,18.41,broken clouds
685,Hofn,IS,64.2539,-15.2082,38.93,94,100,14.85,overcast clouds
686,Atkinson,US,42.8384,-71.147,88.92,53,0,5.75,clear sky
687,Harper,LR,4.375,-7.7169,74.44,88,95,8.21,moderate rain
688,Iztapa,GT,13.9333,-90.7075,91.45,62,20,6.91,few clouds
689,Vostok,RU,46.4856,135.8833,38.5,72,64,6.46,broken clouds
690,Concepcion,CL,-36.827,-73.0498,51.6,62,0,10.36,clear sky
691,Timmins,CA,48.4669,-81.3331,80.42,41,40,8.05,scattered clouds
692,Lazaro Cardenas,MX,17.9583,-102.2,85.87,59,82,3.29,broken clouds
693,Khonsa,IN,27.0167,95.5667,65.59,97,95,3.15,overcast clouds
694,Haimen,CN,23.1935,116.6142,67.89,86,99,20.65,overcast clouds
695,Conakry,GN,9.538,-13.6773,82.42,80,27,17.27,scattered clouds
696,Shediac,CA,46.2198,-64.5411,61.32,63,75,11.5,broken clouds
697,Arroyo,ES,41.6096,-4.7969,71.64,56,0,11.5,clear sky
698,Ilheus,BR,-14.7889,-39.0494,82.22,69,75,11.5,broken clouds
699,Monte Di Procida,IT,40.7981,14.0502,72.66,77,59,7.18,broken clouds
700,Belyy Yar,RU,53.6039,91.3903,55.29,35,0,6.71,clear sky
